"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","symbol","entrez","name"
"ENSG00000167196",883.636232113625,0.930948178068229,0.0712232154097924,13.0708529896031,4.83206367617815e-39,6.33021817417899e-38,"FBXO22","26263","F-box protein 22"
"ENSG00000119681",10097.3020539966,-0.59470272449473,0.0455099540433735,-13.0675307632248,5.04775587058788e-39,6.60691172475347e-38,"LTBP2","4053","latent transforming growth factor beta binding protein 2"
"ENSG00000166797",211.786622956542,-1.78106884653711,0.136309762883192,-13.0663336863359,5.12779864603854e-39,6.70572284341758e-38,"CIAO2A","84191","cytosolic iron-sulfur assembly component 2A"
"ENSG00000134569",609.821770675813,1.20564264317627,0.0923018703889386,13.0619524620245,5.43166076743009e-39,7.09679223319012e-38,"LRP4","4038","LDL receptor related protein 4"
"ENSG00000104687",1443.31998943954,0.813493018773726,0.0623039827684702,13.0568381446299,5.8090786978339e-39,7.58318882627777e-38,"GSR","2936","glutathione-disulfide reductase"
"ENSG00000134222",215.560012132067,-2.08611319809046,0.159782401950156,-13.0559634392104,5.87619075681254e-39,7.66400879415073e-38,"PSRC1","84722","proline and serine rich coiled-coil 1"
"ENSG00000187800",613.337000494287,-1.17874616429308,0.0903308658580064,-13.0492069692543,6.42123104139031e-39,8.36747153740145e-38,"PEAR1","375033","platelet endothelial aggregation receptor 1"
"ENSG00000165458",3321.77009038652,0.578280172128016,0.0443725542550543,13.0323841355638,8.00661646292199e-39,1.0424161963829e-37,"INPPL1","3636","inositol polyphosphate phosphatase like 1"
"ENSG00000167325",1188.3204357211,-0.916769606601854,0.0703489549034362,-13.031744506514,8.07402778843673e-39,1.05026497392745e-37,"RRM1","6240","ribonucleotide reductase catalytic subunit M1"
"ENSG00000100258",1532.9676136915,-0.760103362942888,0.0583615237150673,-13.0240493146455,8.93064425350167e-39,1.16066873904857e-37,"LMF2","91289","lipase maturation factor 2"
"ENSG00000006459",253.591426341299,1.63858034343064,0.125950946172472,13.0096707744207,1.07805536410888e-38,1.39985726486666e-37,"KDM7A","80853","lysine demethylase 7A"
"ENSG00000154803",519.999820362254,1.18073649340029,0.0908633599844331,12.9946382524548,1.31226790950315e-38,1.70195430064326e-37,"FLCN","201163","folliculin"
"ENSG00000101255",464.152101724251,-1.21591212757413,0.0935706081512515,-12.9945946873475,1.31301536153575e-38,1.70195430064326e-37,"TRIB3","57761","tribbles pseudokinase 3"
"ENSG00000189266",635.125097376062,-1.02402861506209,0.0788194280718928,-12.9920838061404,1.356817719314e-38,1.75718625195516e-37,"PNRC2","55629","proline rich nuclear receptor coactivator 2"
"ENSG00000112972",778.005119462923,0.987519764003873,0.0760360757582246,12.9875161777672,1.44025791768291e-38,1.86361028892105e-37,"HMGCS1","3157","3-hydroxy-3-methylglutaryl-CoA synthase 1"
"ENSG00000104626",292.126952290363,-1.47834330804513,0.113911092218363,-12.9780452390993,1.62987352041183e-38,2.10711192489733e-37,"ERI1","90459","exoribonuclease 1"
"ENSG00000148516",3628.30559336802,0.603959224446432,0.0465382916200654,12.9776836111025,1.63758585812303e-38,2.11522702690773e-37,"ZEB1","6935","zinc finger E-box binding homeobox 1"
"ENSG00000112378",3380.71498775176,0.593965174190327,0.045773014412715,12.9763176363,1.66704637384984e-38,2.15139487371269e-37,"PERP","64065","p53 apoptosis effector related to PMP22"
"ENSG00000253719",1773.30312903196,0.684359469089793,0.0527486993532658,12.9739591208977,1.71915890034748e-38,2.21670725050929e-37,"ATXN7L3B","552889","ataxin 7 like 3B"
"ENSG00000131620",177.191004531121,-2.06993167315941,0.159575604825622,-12.9714794151734,1.77569629840631e-38,2.28760594806925e-37,"ANO1","55107","anoctamin 1"
"ENSG00000102755",635.131789650152,1.02698089744068,0.0791823461924829,12.9698215173393,1.8145236528669e-38,2.33558511755042e-37,"FLT1","2321","fms related tyrosine kinase 1"
"ENSG00000067182",1986.79883415079,-0.679721885814586,0.0524143707312354,-12.9682351677937,1.85246521473628e-38,2.38234139046975e-37,"TNFRSF1A","7132","TNF receptor superfamily member 1A"
"ENSG00000123643",932.63902099088,0.910234589191367,0.0701989639179357,12.9664960618999,1.89496711887315e-38,2.4348757975547e-37,"SLC36A1","206358","solute carrier family 36 member 1"
"ENSG00000228716",274.334775816928,-1.50109603664275,0.115942486888967,-12.9469021833237,2.4462793383236e-38,3.14052830036701e-37,"DHFR","1719","dihydrofolate reductase"
"ENSG00000049245",1972.24810613789,-0.672795172551315,0.0520423566364112,-12.9278383231515,3.13509945206308e-38,4.02133122058361e-37,"VAMP3","9341","vesicle associated membrane protein 3"
"ENSG00000140563",265.361338932697,1.68031185168463,0.130069617024775,12.9185576933357,3.53709616250974e-38,4.53301941244075e-37,"MCTP2","55784","multiple C2 and transmembrane domain containing 2"
"ENSG00000156535",1023.77510708506,0.870714822426601,0.0674133392645603,12.9160613007097,3.65371253353434e-38,4.67840272104509e-37,"CD109","135228","CD109 molecule"
"ENSG00000083223",1066.25607900115,0.887794561394613,0.0687978610080549,12.9043919154793,4.25158367683114e-38,5.43922224211262e-37,"TUT7","79670","terminal uridylyl transferase 7"
"ENSG00000164733",24922.5082768417,0.497888491824228,0.0385956985454975,12.9001031355166,4.49495191740405e-38,5.74558554715532e-37,"CTSB","1508","cathepsin B"
"ENSG00000103042",1002.99507368114,0.85479404197677,0.0662657298709131,12.8994888253993,4.53092680801455e-38,5.78655106555619e-37,"SLC38A7","55238","solute carrier family 38 member 7"
"ENSG00000140262",1936.20741384411,-0.688502194220019,0.0533771581458088,-12.8988169872075,4.57059837316287e-38,5.8321626687164e-37,"TCF12","6938","transcription factor 12"
"ENSG00000214944",896.802775478061,0.986049062001472,0.0764456387451144,12.8986960955244,4.57777350983773e-38,5.83626522387443e-37,"ARHGEF28","64283","Rho guanine nucleotide exchange factor 28"
"ENSG00000089057",838.399505985977,0.936444282410811,0.0726020675906463,12.8983142421065,4.60051081384488e-38,5.86018395630474e-37,"SLC23A2","9962","solute carrier family 23 member 2"
"ENSG00000162377",294.222130659643,-1.479796385999,0.114748717237078,-12.8959732329002,4.74237976652975e-38,6.03568160614123e-37,"COA7","65260","cytochrome c oxidase assembly factor 7 (putative)"
"ENSG00000066084",1279.53661291284,0.798431638165531,0.0619177380305733,12.8950388622286,4.8002109437097e-38,6.10401284628072e-37,"DIP2B","57609","disco interacting protein 2 homolog B"
"ENSG00000112902",3040.3966539081,0.787642405552693,0.0611115333102037,12.8886048653795,5.21792100659612e-38,6.62945860303566e-37,"SEMA5A","9037","semaphorin 5A"
"ENSG00000136720",1433.37034812896,0.731424795493797,0.0567790089234337,12.8819577756301,5.68743014129088e-38,7.21975412767829e-37,"HS6ST1","9394","heparan sulfate 6-O-sulfotransferase 1"
"ENSG00000171298",904.228639661647,0.871799020400579,0.0677287654146325,12.8719166083047,6.47746109841575e-38,8.2155612451335e-37,"GAA","2548","glucosidase alpha, acid"
"ENSG00000168952",126.190018512136,-2.47524148945561,0.192413535427319,-12.8641755059409,7.16018636506763e-38,9.07367383047005e-37,"STXBP6","29091","syntaxin binding protein 6"
"ENSG00000243137",740.483626982182,-0.977361956099416,0.0759767485123128,-12.8639613465562,7.18005772517803e-38,9.09103872454243e-37,"PSG4","5672","pregnancy specific beta-1-glycoprotein 4"
"ENSG00000217128",878.540176231559,0.888522026620242,0.0690788962267968,12.8624236221593,7.32435875451988e-38,9.26578534970935e-37,"FNIP1","96459","folliculin interacting protein 1"
"ENSG00000162522",183.478057049611,-1.87020070093645,0.145434183467317,-12.8594299933395,7.61360277591877e-38,9.6234371965258e-37,"KIAA1522","57648","KIAA1522"
"ENSG00000155893",366.996481830363,1.337480654805,0.104025973768976,12.8571798594773,7.83845957884278e-38,9.89916172005012e-37,"PXYLP1","92370","2-phosphoxylose phosphatase 1"
"ENSG00000113407",2755.01246177957,-0.629201683909711,0.0489504297903073,-12.8538541255934,8.18294427836941e-38,1.03253623950863e-36,"TARS","6897","threonyl-tRNA synthetase"
"ENSG00000142784",730.924778754534,-0.949121995747798,0.0738565566474153,-12.8508833721943,8.50336244586714e-38,1.07204923633182e-36,"WDTC1","23038","WD and tetratricopeptide repeats 1"
"ENSG00000182628",499.672954034941,-1.1658881427792,0.0907705880291335,-12.8443383269149,9.25397607400028e-38,1.16568461007364e-36,"SKA2","348235","spindle and kinetochore associated complex subunit 2"
"ENSG00000109332",5382.47733598334,0.508779461072913,0.0396568035793258,12.829563029587,1.11994033211336e-37,1.40953720022943e-36,"UBE2D3","7323","ubiquitin conjugating enzyme E2 D3"
"ENSG00000166900",425.971246640361,1.22008091935493,0.0951451820047025,12.8233599815346,1.21326669690477e-37,1.52569322346267e-36,"STX3","6809","syntaxin 3"
"ENSG00000140044",461.471978254329,-1.31667401549644,0.102730552952007,-12.8167714244812,1.32086927207891e-37,1.65958834884049e-36,"JDP2","122953","Jun dimerization protein 2"
"ENSG00000141699",1047.84272368019,0.819021454458482,0.0639411226575315,12.808993968485,1.46015342281199e-37,1.83302735480435e-36,"RETREG3","162427","reticulophagy regulator family member 3"
"ENSG00000132341",4661.05725474269,-0.542156931428459,0.0423485141478823,-12.8022657308644,1.59236451237159e-37,1.99729941985808e-36,"RAN","5901","RAN, member RAS oncogene family"
"ENSG00000005249",416.197654754929,1.32850646462004,0.103843139284489,12.7933965958065,1.78498591184241e-37,2.23700020142291e-36,"PRKAR2B","5577","protein kinase cAMP-dependent type II regulatory subunit beta"
"ENSG00000111897",5940.49238216243,0.496209196394256,0.0388324617779304,12.7782060079504,2.17017613774047e-37,2.71742191317069e-36,"SERINC1","57515","serine incorporator 1"
"ENSG00000128791",3392.66003764589,-0.587270054624888,0.045961009991425,-12.7775707003492,2.18797257771122e-37,2.73738029289542e-36,"TWSG1","57045","twisted gastrulation BMP signaling modulator 1"
"ENSG00000146950",418.102662056195,-1.47143010737838,0.115184930422587,-12.7745018552344,2.27600195288869e-37,2.84509896367035e-36,"SHROOM2","357","shroom family member 2"
"ENSG00000185070",947.309384564209,0.881340806640313,0.0690146517569827,12.7703434590053,2.4009268979187e-37,2.99871700182422e-36,"FLRT2","23768","fibronectin leucine rich transmembrane protein 2"
"ENSG00000139354",205.500090131117,-1.7657434077797,0.138372465326112,-12.7608003775769,2.71398062137208e-37,3.3868455882965e-36,"GAS2L3","283431","growth arrest specific 2 like 3"
"ENSG00000143401",1093.38099610091,-0.835916947228945,0.0655074668314899,-12.7606361177,2.71970988311857e-37,3.3911238796448e-36,"ANP32E","81611","acidic nuclear phosphoprotein 32 family member E"
"ENSG00000055070",3284.51932805167,0.59222825327534,0.0464185336583772,12.758443806819,2.79733691000256e-37,3.48496630427876e-36,"SZRD1","26099","SUZ RNA binding domain containing 1"
"ENSG00000181541",113.019258575418,-2.89489496209926,0.227270657257496,-12.7376538486416,3.65213021735182e-37,4.54603844115972e-36,"MAB21L2","10586","mab-21 like 2"
"ENSG00000188486",694.406605736652,-1.11106384454581,0.0872395055891237,-12.7357879557301,3.74050534047009e-37,4.65211541838381e-36,"H2AFX","3014","H2A histone family member X"
"ENSG00000076716",266.777856629309,1.62369365041571,0.127497897252315,12.7350621885352,3.77545150629548e-37,4.6916192495601e-36,"GPC4","2239","glypican 4"
"ENSG00000145349",1851.79090416972,-0.775938527332322,0.0609370014405893,-12.7334543707213,3.85402900209097e-37,4.78522994379248e-36,"CAMK2D","817","calcium/calmodulin dependent protein kinase II delta"
"ENSG00000111052",305.592357202405,-1.50143592664702,0.117983837874674,-12.725776290155,4.25227464040503e-37,5.27525451601762e-36,"LIN7A","8825","lin-7 homolog A, crumbs cell polarity complex component"
"ENSG00000173068",580.85795182424,-1.29701791432821,0.101980783930972,-12.7182579338293,4.68181845059295e-37,5.80324981705962e-36,"BNC2","54796","basonuclin 2"
"ENSG00000139174",221.857975872461,-1.95370510937011,0.153695866413724,-12.7115006730959,5.10453526438517e-37,6.32190258205955e-36,"PRICKLE1","144165","prickle planar cell polarity protein 1"
"ENSG00000172935",449.542572807093,-1.19943913612595,0.0944132296581956,-12.7041426341233,5.6080671132138e-37,6.93968875856801e-36,"MRGPRF","116535","MAS related GPR family member F"
"ENSG00000123975",466.632668720415,-1.14278195854859,0.0899863099890024,-12.6995090551913,5.95017980175294e-37,7.35685821461702e-36,"CKS2","1164","CDC28 protein kinase regulatory subunit 2"
"ENSG00000163930",802.268856376072,-0.908720684718437,0.0715618777191935,-12.6983907309451,6.035809537432e-37,7.45647619133888e-36,"BAP1","8314","BRCA1 associated protein 1"
"ENSG00000070404",1201.9876750092,-0.866468264459827,0.0682367013103391,-12.6979799407235,6.06757025402296e-37,7.48943470718513e-36,"FSTL3","10272","follistatin like 3"
"ENSG00000112118",569.249075051266,-1.11789554762819,0.0881629223642904,-12.6798830806565,7.64458121260733e-37,9.42810359091271e-36,"MCM3","4172","minichromosome maintenance complex component 3"
"ENSG00000156265",340.129765428476,-1.44667812694396,0.114102739299047,-12.6787326564739,7.75760209641748e-37,9.55949328570241e-36,"MAP3K7CL","56911","MAP3K7 C-terminal like"
"ENSG00000052802",1290.00722324881,0.837939455953856,0.0661236355536644,12.6723137488985,8.41938323791795e-37,1.036632165083e-35,"MSMO1","6307","methylsterol monooxygenase 1"
"ENSG00000125977",2186.86161410618,-0.654562186736267,0.0516884575148152,-12.6636045687502,9.4078391912887e-37,1.15736839733901e-35,"EIF2S2","8894","eukaryotic translation initiation factor 2 subunit beta"
"ENSG00000189184",2321.60989755608,0.69874407697352,0.0551907424091322,12.6605304888579,9.78359835080812e-37,1.202591096699e-35,"PCDH18","54510","protocadherin 18"
"ENSG00000051382",743.086254540735,0.992499843113751,0.0784393389983117,12.6530877973757,1.07562715844343e-36,1.32104942176161e-35,"PIK3CB","5291","phosphatidylinositol-4,5-bisphosphate 3-kinase catalytic subunit beta"
"ENSG00000149968",610.045543455832,3.82854066366896,0.302649934526268,12.6500627520759,1.11785502057748e-36,1.37176913349467e-35,"MMP3","4314","matrix metallopeptidase 3"
"ENSG00000188976",1651.18807619944,-0.692720464846376,0.0548465415913904,-12.6301576133493,1.4398954015447e-36,1.7654890539073e-35,"NOC2L","26155","NOC2 like nucleolar associated transcriptional repressor"
"ENSG00000170035",1980.24258980825,0.77119457485125,0.061062042519258,12.6296884780431,1.44850546187843e-36,1.77456970051241e-35,"UBE2E3","10477","ubiquitin conjugating enzyme E2 E3"
"ENSG00000104946",782.96464458985,0.943582572567425,0.0747137462613954,12.6293034385692,1.45561032483854e-36,1.78179277138459e-35,"TBC1D17","79735","TBC1 domain family member 17"
"ENSG00000063601",517.778521484802,-1.12709175267859,0.0892802173491169,-12.624204847881,1.55302215542058e-36,1.89945564536004e-35,"MTMR1","8776","myotubularin related protein 1"
"ENSG00000185483",269.185362383494,-1.54810826580899,0.122736870084083,-12.6132291360244,1.78525526626227e-36,2.18168259653179e-35,"ROR1","4919","receptor tyrosine kinase like orphan receptor 1"
"ENSG00000005243",524.385887070644,-1.25914393960163,0.0998467757350324,-12.6107621436177,1.84203019468709e-36,2.24919975222024e-35,"COPZ2","51226","coatomer protein complex subunit zeta 2"
"ENSG00000115902",516.114225380647,-1.17935583745932,0.0935340291908327,-12.6088424465618,1.88744811223427e-36,2.30274919520768e-35,"SLC1A4","6509","solute carrier family 1 member 4"
"ENSG00000065328",105.647799964545,-2.6341851983433,0.208967479771148,-12.6057183693278,1.9637513625016e-36,2.39386001493371e-35,"MCM10","55388","minichromosome maintenance 10 replication initiation factor"
"ENSG00000149428",5535.81535950767,0.587069074520812,0.0465978513064463,12.598629723504,2.148445540651e-36,2.61684218000946e-35,"HYOU1","10525","hypoxia up-regulated 1"
"ENSG00000198682",2757.7362698912,-0.690671050050194,0.0548214307226226,-12.5985593762547,2.15036236170899e-36,2.61701407818886e-35,"PAPSS2","9060","3'-phosphoadenosine 5'-phosphosulfate synthase 2"
"ENSG00000089006",791.711839555468,-0.929293151003293,0.0737695360144185,-12.5972481489061,2.18640336581707e-36,2.65868092453894e-35,"SNX5","27131","sorting nexin 5"
"ENSG00000173218",353.634566225069,-1.28981243607008,0.102401813480451,-12.5956015057908,2.23251518656649e-36,2.71251515413165e-35,"VANGL1","81839","VANGL planar cell polarity protein 1"
"ENSG00000135709",492.145080123235,-1.09750266673927,0.0871431200233572,-12.5942549044044,2.27094215768817e-36,2.75693126194466e-35,"KIAA0513","9764","KIAA0513"
"ENSG00000141052",330.096239253903,-1.42586360071506,0.113245187873344,-12.5909420743756,2.36829856143208e-36,2.87275590110173e-35,"MYOCD","93649","myocardin"
"ENSG00000106772",128.27080086473,-2.34099243863979,0.186006308850191,-12.5855539691679,2.53557740137406e-36,3.07313649189563e-35,"PRUNE2","158471","prune homolog 2 with BCH domain"
"ENSG00000008710",3467.64067771508,0.56257594858634,0.0447127025462772,12.5820162179658,2.6517435731863e-36,3.21128979306654e-35,"PKD1","5310","polycystin 1, transient receptor potential channel interacting"
"ENSG00000196914",5939.63502967648,0.594312640909436,0.0472390843749569,12.5809517430973,2.68772099038226e-36,3.25218653171213e-35,"ARHGEF12","23365","Rho guanine nucleotide exchange factor 12"
"ENSG00000184564",101.25352163079,2.86858623601506,0.228169006968653,12.5721993277078,3.00253348838582e-36,3.63013441770552e-35,"SLITRK6","84189","SLIT and NTRK like family member 6"
"ENSG00000119314",783.965504750922,-1.0570292176121,0.084081990636327,-12.5714104722375,3.03264672079341e-36,3.66353666975847e-35,"PTBP3","9991","polypyrimidine tract binding protein 3"
"ENSG00000120860",155.516783506469,-2.01354241171964,0.160217856169937,-12.5675281136202,3.18527940765341e-36,3.84477050859918e-35,"WASHC3","51019","WASH complex subunit 3"
"ENSG00000132003",486.225863828421,1.16927518499728,0.0930481815784926,12.5663410628924,3.23345394385102e-36,3.89972538661836e-35,"ZSWIM4","65249","zinc finger SWIM-type containing 4"
"ENSG00000128045",91.2973239768627,3.29009902601888,0.261911558876666,12.5618702745693,3.42148210613393e-36,4.12312373509418e-35,"RASL11B","65997","RAS like family 11 member B"
"ENSG00000150753",3133.15595175159,-0.554528854643692,0.0441837297674337,-12.5505215961287,3.94900150922858e-36,4.75493335318716e-35,"CCT5","22948","chaperonin containing TCP1 subunit 5"
"ENSG00000116962",4549.05462614382,0.595594764704969,0.0474718093626497,12.5462832089475,4.16610420434809e-36,5.01224847050467e-35,"NID1","4811","nidogen 1"
"ENSG00000075151",3936.16973038135,0.592827584699813,0.0472898114318699,12.5360530471536,4.74022784584498e-36,5.69832610049456e-35,"EIF4G3","8672","eukaryotic translation initiation factor 4 gamma 3"
"ENSG00000113583",1881.53988377743,0.649289184927016,0.0519068188967775,12.508745454392,6.68720177710167e-36,8.03227219159938e-35,"C5orf15","56951","chromosome 5 open reading frame 15"
"ENSG00000102743",219.897925766282,1.74882253055507,0.139827055870505,12.5070396402729,6.83233401901231e-36,8.19991358079832e-35,"SLC25A15","10166","solute carrier family 25 member 15"
"ENSG00000169429",474.860270115843,3.62731884629865,0.290195682161107,12.4995617415316,7.5063957111423e-36,9.0015671269988e-35,"CXCL8","3576","C-X-C motif chemokine ligand 8"
"ENSG00000169180",2735.88740364802,-0.646017107969832,0.0516925516178825,-12.4972957950551,7.72340429385451e-36,9.25427093356324e-35,"XPO6","23214","exportin 6"
"ENSG00000087116",3465.32774662936,0.604947192336479,0.0484209268403027,12.493507080764,8.1002602203043e-36,9.69793949040169e-35,"ADAMTS2","9509","ADAM metallopeptidase with thrombospondin type 1 motif 2"
"ENSG00000004975",682.274946897039,1.00890654397152,0.0808440871240173,12.4796578186829,9.64000358021188e-36,1.15320107763931e-34,"DVL2","1856","dishevelled segment polarity protein 2"
"ENSG00000174306",1266.45603541443,-0.883912158281467,0.0708599528425117,-12.4740720650208,1.03403765754558e-35,1.23598110274994e-34,"ZHX3","23051","zinc fingers and homeoboxes 3"
"ENSG00000143416",142.598013627199,-2.1220188902395,0.170228850999152,-12.4656829778525,1.14883277114535e-35,1.37208244579742e-34,"SELENBP1","8991","selenium binding protein 1"
"ENSG00000184408",85.5648908725402,4.79223323238762,0.384653638921388,12.4585672602125,1.25606933473662e-35,1.49894330812537e-34,"KCND2","3751","potassium voltage-gated channel subfamily D member 2"
"ENSG00000131153",106.940896427591,-2.63874130249056,0.211843044885835,-12.4561148746357,1.29528646155258e-35,1.54449286977038e-34,"GINS2","51659","GINS complex subunit 2"
"ENSG00000090565",1202.02464996845,0.780272821007088,0.0626529142009651,12.4538950974298,1.33183169543282e-35,1.58678541045181e-34,"RAB11FIP3","9727","RAB11 family interacting protein 3"
"ENSG00000139173",134.676893239746,-2.21994456891217,0.178257259801994,-12.4535997657434,1.33677047734235e-35,1.59138314176668e-34,"TMEM117","84216","transmembrane protein 117"
"ENSG00000162413",2066.29846562912,0.782090893797722,0.0629049717193002,12.4328947684395,1.73245094814028e-35,2.06076368633506e-34,"KLHL21","9903","kelch like family member 21"
"ENSG00000114779",167.719357229947,-1.92344934176005,0.154712421505445,-12.4324170163179,1.7428379877587e-35,2.0714472793216e-34,"ABHD14B","84836","abhydrolase domain containing 14B"
"ENSG00000143702",2861.33946228441,-0.593494199475919,0.0477933931491931,-12.417913028758,2.08941036474458e-35,2.48136421882399e-34,"CEP170","9859","centrosomal protein 170"
"ENSG00000092853",122.202137432252,-2.42411269643607,0.195217558876444,-12.4174931311908,2.10040347406937e-35,2.49241114338441e-34,"CLSPN","63967","claspin"
"ENSG00000124145",3296.43072283063,-1.29435227042028,0.104451893872298,-12.3918506638352,2.89289282588833e-35,3.43004460723589e-34,"SDC4","6385","syndecan 4"
"ENSG00000178921",509.157563392419,-1.06390816456023,0.0859229147091932,-12.3821237694396,3.26584726997953e-35,3.86913642001272e-34,"PFAS","5198","phosphoribosylformylglycinamidine synthase"
"ENSG00000105011",87.5307834534588,-3.01421112837727,0.243532765079837,-12.377025027368,3.48004820733788e-35,4.11959441604383e-34,"ASF1B","55723","anti-silencing function 1B histone chaperone"
"ENSG00000123136",538.718246417635,-1.10898861831114,0.0896473425630883,-12.3705687932769,3.77141189512806e-35,4.46092042619562e-34,"DDX39A","10212","DExD-box helicase 39A"
"ENSG00000108055",817.969071077455,-0.907010638431187,0.0733290773503459,-12.3690447392068,3.84365347889405e-35,4.54272373471857e-34,"SMC3","9126","structural maintenance of chromosomes 3"
"ENSG00000117318",1030.64234133617,0.856009301028597,0.0692078556298611,12.3686725045597,3.86150564986702e-35,4.56016588683815e-34,"ID3","3399","inhibitor of DNA binding 3, HLH protein"
"ENSG00000141441",186.061306629355,2.23259794810758,0.180566432150852,12.364413039088,4.07174683368933e-35,4.80459606364398e-34,"GAREM1","64762","GRB2 associated regulator of MAPK1 subtype 1"
"ENSG00000167157",490.791742222324,1.12627410887079,0.0911504265485878,12.35621325667,4.50901608199713e-35,5.3163103213179e-34,"PRRX2","51450","paired related homeobox 2"
"ENSG00000168936",919.002666901261,0.877728008453465,0.0710406538252375,12.3552918109778,4.56098108596519e-35,5.37328051518425e-34,"TMEM129","92305","transmembrane protein 129"
"ENSG00000167881",1488.72727924762,-0.718751174813448,0.0581748959841764,-12.3550057572763,4.57723381705991e-35,5.38812076644001e-34,"SRP68","6730","signal recognition particle 68"
"ENSG00000196611",11751.4587613951,1.43052703325518,0.115840456371814,12.3491142737181,4.92506617466376e-35,5.7929469498958e-34,"MMP1","4312","matrix metallopeptidase 1"
"ENSG00000123473",179.754272317398,-1.88149844154192,0.152401227188251,-12.3456908861884,5.1391175785855e-35,6.03989751779849e-34,"STIL","6491","STIL centriolar assembly protein"
"ENSG00000157110",1962.81987299424,0.667670323959196,0.0540887423220119,12.3439794548057,5.24956700883832e-35,6.16479032480152e-34,"RBPMS","11030","RNA binding protein, mRNA processing factor"
"ENSG00000162576",5438.1255159644,0.516215483131604,0.041831841846786,12.3402523135917,5.49833078380249e-35,6.45178336717206e-34,"MXRA8","54587","matrix remodeling associated 8"
"ENSG00000175471",88.2467406077237,3.92621260250898,0.318529597108733,12.3260527063949,6.55814078753872e-35,7.6892505112765e-34,"MCTP1","79772","multiple C2 and transmembrane domain containing 1"
"ENSG00000176978",1003.40844289767,0.860462824592254,0.0698265340180134,12.3228631736222,6.82281337519623e-35,7.9932133166647e-34,"DPP7","29952","dipeptidyl peptidase 7"
"ENSG00000145545",565.611970225947,-1.01801991801394,0.0826157971778815,-12.3223397072841,6.86725395190139e-35,8.03888711224167e-34,"SRD5A1","6715","steroid 5 alpha-reductase 1"
"ENSG00000123358",174.323930201218,1.98959612127125,0.16154738470558,12.3158671054767,7.44110728661197e-35,8.70373326905453e-34,"NR4A1","3164","nuclear receptor subfamily 4 group A member 1"
"ENSG00000105204",494.308467906462,1.09249885088492,0.0887876804213155,12.3046220568077,8.55358728715781e-35,9.99704753672734e-34,"DYRK1B","9149","dual specificity tyrosine phosphorylation regulated kinase 1B"
"ENSG00000164176",4146.72382735486,0.670933549714808,0.0545380974210635,12.3021077272799,8.82410534596677e-35,1.03050447376274e-33,"EDIL3","10085","EGF like repeats and discoidin domains 3"
"ENSG00000070950",211.338632065276,-1.68792093383504,0.137306075079185,-12.2931263810549,9.86168804592766e-35,1.15076451639653e-33,"RAD18","56852","RAD18 E3 ubiquitin protein ligase"
"ENSG00000186871",93.40046139122,-3.01092162000326,0.244990199998202,-12.2899675988075,1.0254712637211e-34,1.19568002252544e-33,"ERCC6L","54821","ERCC excision repair 6 like, spindle assembly checkpoint helicase"
"ENSG00000117385",4893.34990332825,0.523263417420328,0.0425908169320696,12.2858272067171,1.07935281512963e-34,1.25751002287593e-33,"P3H1","64175","prolyl 3-hydroxylase 1"
"ENSG00000167100",565.575988500558,1.16149073412607,0.0945446350769998,12.2851046299996,1.08904032074321e-34,1.26779433231544e-33,"SAMD14","201191","sterile alpha motif domain containing 14"
"ENSG00000094975",2219.96710637002,0.634830796127442,0.0517195822932843,12.2744764744528,1.24192522497412e-34,1.44463251504882e-33,"SUCO","51430","SUN domain containing ossification factor"
"ENSG00000186193",81.769207222397,-3.15700940872802,0.257373312228936,-12.2662656100094,1.37447753482395e-34,1.59755914102803e-33,"SAPCD2","89958","suppressor APC domain containing 2"
"ENSG00000155100",187.991529579324,-1.743965602425,0.142199830550804,-12.2641890336285,1.41017032090004e-34,1.63775336402086e-33,"OTUD6B","51633","OTU domain containing 6B"
"ENSG00000213186",188.014458976671,-1.85994254593231,0.151660529014386,-12.2638537397946,1.41601916590397e-34,1.64325121788131e-33,"TRIM59","286827","tripartite motif containing 59"
"ENSG00000138768",2791.64487483872,-0.610703607645464,0.0498102351922715,-12.26060477908,1.47395693342672e-34,1.7091406203653e-33,"USO1","8615","USO1 vesicle transport factor"
"ENSG00000149136",2036.85988204659,-0.696814806825559,0.0568350901916578,-12.2602920920118,1.47965571348175e-34,1.71439983532186e-33,"SSRP1","6749","structure specific recognition protein 1"
"ENSG00000095383",1022.13033235247,-0.852256006387116,0.0695268161824404,-12.2579466913999,1.52310472579083e-34,1.76335565190143e-33,"TBC1D2","55357","TBC1 domain family member 2"
"ENSG00000133816",10358.9310799989,-0.466959679953926,0.0381132700601009,-12.2518922993901,1.64121133564261e-34,1.8986006801178e-33,"MICAL2","9645","microtubule associated monooxygenase, calponin and LIM domain containing 2"
"ENSG00000162521",1784.85509285038,0.68529225173665,0.055955965315259,12.2469918600399,1.74343469067291e-34,2.01527376244214e-33,"RBBP4","5928","RB binding protein 4, chromatin remodeling factor"
"ENSG00000149503",454.866516601672,-1.19422623375103,0.0975383144168832,-12.2436628199955,1.81646201985531e-34,2.09804210412442e-33,"INCENP","3619","inner centromere protein"
"ENSG00000144810",5106.46002111017,0.50838225835675,0.0415247495156295,12.2428735702644,1.83421627356036e-34,2.11688954109104e-33,"COL8A1","1295","collagen type VIII alpha 1 chain"
